iter	Passed	Remaining
716	7864	11627
717	7875	11615
718	7886	11605
719	7896	11593
720	7907	11581
721	7918	11571
722	7929	11559
723	7941	11549
724	7952	11538
725	7964	11529
726	7974	11518
727	7987	11508
728	7997	11497
729	8009	11487
730	8020	11476
731	8031	11465
732	8042	11455
733	8052	11442
734	8063	11430
735	8074	11420
736	8084	11408
737	8095	11397
738	8108	11388
739	8119	11378
740	8130	11367
741	8141	11356
742	8154	11348
743	8168	11340
744	8180	11331
745	8191	11320
746	8204	11312
747	8213	11299
748	8225	11289
749	8237	11279
750	8248	11268
751	8259	11257
752	8270	11247
753	8282	11236
754	8292	11225
755	8302	11213
756	8314	11202
757	8325	11192
758	8335	11180
759	8348	11171
760	8357	11158
761	8370	11149
762	8380	11137
763	8391	11126
764	8402	11115
765	8414	11106
766	8425	11094
767	8435	11083
768	8447	11072
769	8458	11061
770	8468	11049
771	8478	11038
772	8490	11027
773	8500	11015
774	8512	11005
775	8523	10994
776	8534	10983
777	8545	10972
778	8555	10960
779	8566	10949
780	8576	10938
781	8588	10928
782	8598	10915
783	8608	10903
784	8619	10892
785	8629	10880
786	8640	10869
787	8653	10860
788	8663	10848
789	8674	10838
790	8685	10826
791	8696	10815
792	8707	10804
793	8717	10793
794	8728	10781
795	8738	10769
796	8749	10758
797	8762	10749
798	8771	10737
799	8783	10726
800	8795	10716
801	8805	10705
802	8816	10693
803	8827	10682
804	8838	10671
805	8848	10660
806	8861	10651
807	8872	10640
808	8883	10629
809	8894	10619
810	8905	10607
811	8915	10595
812	8925	10583
813	8937	10573
814	8948	10562
815	8959	10551
816	8969	10539
817	8980	10528
818	8991	10517
819	9003	10507
820	9014	10496
821	9025	10485
822	9035	10474
823	9046	10462
824	9057	10451
825	9068	10441
826	9079	10429
827	9088	10417
828	9100	10406
829	9110	10395
830	9122	10385
831	9134	10375
832	9145	10364
833	9157	10354
834	9168	10343
835	9178	10331
836	9190	10320
837	9200	10309
838	9210	10297
839	9221	10285
840	9232	10275
841	9244	10265
842	9255	10255
843	9267	10244
844	9277	10232
845	9288	10221
846	9298	10210
847	9309	10199
848	9321	10188
849	9332	10178
850	9344	10167
851	9355	10156
852	9366	10146
853	9377	10135
854	9387	10123
855	9398	10112
856	9408	10100
857	9420	10090
858	9431	10079
859	9442	10068
860	9454	10057
861	9463	10045
862	9474	10034
863	9485	10023
864	9495	10011
865	9507	10001
866	9519	9991
867	9529	9979
868	9540	9968
869	9550	9956
870	9561	9945
871	9572	9935
872	9584	9924
873	9595	9913
874	9606	9903
875	9617	9892
876	9628	9880
877	9639	9870
878	9651	9859
879	9661	9847
880	9672	9837
881	9682	9825
882	9693	9814
883	9705	9804
884	9716	9793
885	9726	9781
886	9738	9771
887	9749	9760
888	9759	9748
889	9770	9737
890	9781	9726
891	9791	9714
892	9802	9703
893	9813	9692
894	9824	9681
895	9834	9669
896	9844	9658
897	9855	9647
898	9865	9635
899	9877	9625
900	9887	9613
901	9897	9601
902	9908	9590
903	9920	9579
904	9929	9567
905	9939	9555
906	9951	9545
907	9961	9533
908	9972	9522
909	9982	9510
910	9993	9499
911	10003	9488
912	10013	9476
913	10024	9465
914	10035	9454
915	10046	9443
916	10057	9431
917	10067	9420
918	10079	9410
919	10090	9399
920	10100	9387
921	10111	9376
922	10122	9365
923	10132	9353
924	10142	9342
925	10153	9331
926	10163	9319
927	10175	9308
928	10185	9297
929	10196	9286
930	10206	9274
931	10216	9262
932	10227	9251
933	10238	9240
934	10249	9229
935	10260	9219
936	10270	9207
937	10281	9196
938	10292	9185
939	10302	9173
940	10312	9162
941	10324	9151
942	10335	9141
943	10346	9129
944	10357	9119
945	10368	9108
946	10378	9096
947	10389	9085
948	10399	9073
949	10408	9061
950	10419	9050
951	10430	9039
952	10442	9029
953	10453	9018
954	10465	9007
955	10476	8996
956	10486	8985
957	10497	8974
958	10508	8963
959	10519	8952
960	10531	8942
961	10541	8930
962	10552	8919
963	10563	8909
964	10574	8897
965	10585	8886
966	10596	8876
967	10607	8865
968	10618	8854
969	10630	8843
970	10640	8832
971	10652	8821
972	10663	8811
973	10673	8799
974	10684	8788
975	10696	8778
976	10707	8767
977	10718	8756
978	10729	8745
979	10741	8735
980	10751	8723
981	10762	8712
982	10773	8702
983	10784	8691
984	10795	8680
985	10808	8670
986	10835	8672
987	10847	8662
988	10858	8651
989	10870	8641
990	10881	8630
991	10892	8619
992	10904	8609
993	10914	8597
994	10925	8586
995	10936	8575
996	10946	8564
997	10957	8552
998	10969	8542
999	10979	8530
1000	10989	8519
1001	11000	8508
1002	11011	8497
1003	11021	8485
1004	11031	8474
1005	11042	8463
1006	11053	8451
1007	11063	8440
1008	11074	8429
1009	11085	8418
1010	11097	8407
1011	11109	8398
1012	11119	8386
1013	11129	8374
1014	11140	8363
1015	11151	8352
1016	11162	8341
1017	11174	8331
1018	11185	8320
1019	11195	8308
1020	11205	8297
1021	11216	8286
1022	11227	8274
1023	11237	8263
1024	11248	8252
1025	11259	8241
1026	11271	8231
1027	11282	8220
1028	11293	8209
1029	11304	8198
1030	11314	8187
1031	11326	8176
1032	11337	8165
1033	11348	8154
1034	11358	8143
1035	11369	8132
1036	11381	8121
1037	11392	8110
1038	11402	8099
1039	11413	8087
1040	11422	8076
1041	11434	8065
1042	11444	8054
1043	11456	8043
1044	11467	8032
1045	11478	8021
1046	11489	8010
1047	11499	7998
1048	11510	7988
1049	11521	7977
1050	11531	7965
1051	11542	7954
1052	11555	7944
1053	11566	7934
1054	11577	7923
1055	11589	7912
1056	11599	7901
1057	11611	7890
1058	11622	7880
1059	11633	7868
1060	11645	7858
1061	11657	7848
1062	11668	7837
1063	11680	7827
1064	11690	7815
1065	11701	7804
1066	11712	7793
1067	11723	7782
1068	11734	7771
1069	11745	7760
1070	11756	7749
1071	11766	7738
1072	11776	7726
1073	11788	7716
1074	11798	7704
1075	11809	7693
1076	11819	7682
1077	11830	7670
1078	11841	7660
1079	11852	7649
1080	11862	7637
1081	11873	7626
1082	11885	7616
1083	11895	7605
1084	11905	7593
1085	11915	7581
1086	11927	7571
1087	11938	7560
1088	11949	7549
1089	11960	7538
1090	11969	7526
1091	11980	7515
1092	11990	7503
1093	12001	7492
1094	12011	7481
1095	12022	7470
1096	12032	7458
1097	12043	7447
1098	12054	7436
1099	12064	7425
1100	12074	7413
1101	12085	7402
1102	12095	7391
1103	12105	7379
1104	12116	7368
1105	12127	7357
1106	12138	7346
1107	12149	7335
1108	12160	7324
1109	12170	7313
1110	12181	7302
1111	12191	7290
1112	12202	7279
1113	12214	7269
1114	12224	7258
1115	12235	7246
1116	12245	7235
1117	12256	7224
1118	12266	7212
1119	12276	7201
1120	12288	7191
1121	12298	7179
1122	12309	7168
1123	12321	7158
1124	12332	7147
1125	12343	7136
1126	12354	7125
1127	12364	7114
1128	12375	7103
1129	12386	7092
1130	12397	7081
1131	12408	7070
1132	12418	7058
1133	12430	7048
1134	12440	7036
1135	12451	7026
1136	12463	7015
1137	12473	7004
1138	12485	6993
1139	12496	6982
1140	12506	6971
1141	12517	6960
1142	12528	6949
1143	12538	6938
1144	12550	6927
1145	12562	6916
1146	12572	6905
1147	12582	6894
1148	12593	6883
1149	12603	6871
1150	12614	6860
1151	12625	6849
1152	12635	6838
1153	12645	6826
1154	12656	6815
1155	12666	6804
1156	12677	6793
1157	12687	6782
1158	12698	6771
1159	12708	6759
1160	12719	6748
1161	12729	6737
1162	12741	6726
1163	12751	6715
1164	12761	6703
1165	12772	6692
1166	12782	6681
1167	12794	6670
1168	12805	6660
1169	12815	6648
1170	12827	6638
1171	12838	6627
1172	12848	6615
1173	12859	6605
1174	12870	6594
1175	12881	6582
1176	12891	6571
1177	12901	6560
1178	12912	6549
1179	12922	6537
1180	12934	6527
1181	12945	6516
1182	12954	6504
1183	12965	6493
1184	12977	6483
1185	12988	6472
1186	12998	6461
1187	13009	6450
1188	13019	6438
1189	13030	6427
1190	13043	6417
1191	13053	6406
1192	13064	6395
1193	13075	6384
1194	13086	6373
1195	13097	6362
1196	13109	6351
1197	13119	6340
1198	13129	6329
1199	13140	6318
1200	13150	6307
1201	13161	6296
1202	13171	6284
1203	13181	6273
1204	13191	6261
1205	13203	6251
1206	13215	6240
1207	13226	6230
1208	13238	6219
1209	13248	6208
1210	13258	6196
1211	13270	6186
1212	13281	6175
1213	13291	6164
1214	13302	6153
1215	13313	6142
1216	13323	6130
1217	13333	6119
1218	13344	6108
1219	13355	6097
1220	13367	6087
1221	13379	6076
1222	13389	6065
1223	13401	6054
1224	13413	6044
1225	13424	6033
1226	13435	6022
1227	13446	6011
1228	13456	6000
1229	13467	5989
1230	13480	5979
1231	13491	5968
1232	13502	5957
1233	13514	5946
1234	13524	5935
1235	13535	5924
1236	13547	5913
1237	13557	5902
1238	13567	5891
1239	13578	5880
1240	13590	5869
1241	13602	5859
1242	13612	5848
1243	13622	5836
1244	13632	5825
1245	13644	5814
1246	13655	5803
1247	13666	5792
1248	13678	5782
1249	13690	5771
1250	13700	5760
1251	13711	5749
1252	13722	5738
1253	13732	5727
1254	13743	5716
1255	13753	5705
1256	13764	5694
1257	13775	5683
1258	13787	5672
1259	13797	5661
1260	13808	5650
1261	13818	5638
1262	13829	5627
1263	13839	5616
1264	13851	5606
1265	13861	5595
1266	13872	5583
1267	13884	5573
1268	13895	5562
1269	13906	5551
1270	13916	5540
1271	13928	5529
1272	13938	5518
1273	13949	5507
1274	13960	5496
1275	13971	5485
1276	13984	5475
1277	13994	5464
1278	14004	5452
1279	14014	5441
1280	14026	5430
1281	14036	5419
1282	14047	5408
1283	14058	5397
1284	14069	5386
1285	14080	5376
1286	14092	5365
1287	14102	5354
1288	14113	5343
1289	14125	5332
1290	14135	5321
1291	14145	5310
1292	14157	5299
1293	14168	5288
1294	14179	5277
1295	14190	5266
1296	14199	5255
1297	14209	5243
1298	14220	5232
1299	14231	5221
1300	14242	5210
1301	14253	5200
1302	14264	5189
1303	14275	5178
1304	14285	5166
1305	14296	5155
1306	14306	5144
1307	14317	5133
1308	14327	5122
1309	14337	5111
1310	14349	5100
1311	14360	5089
1312	14369	5077
1313	14379	5066
1314	14390	5055
1315	14400	5044
1316	14411	5033
1317	14422	5022
1318	14434	5012
1319	14444	5000
1320	14455	4989
1321	14465	4978
1322	14475	4967
1323	14486	4956
1324	14499	4946
1325	14508	4934
1326	14520	4923
1327	14530	4912
1328	14540	4901
1329	14552	4891
1330	14564	4880
1331	14574	4869
1332	14585	4858
1333	14596	4847
1334	14607	4836
1335	14618	4825
1336	14629	4814
1337	14640	4803
1338	14649	4792
1339	14660	4781
1340	14672	4770
1341	14683	4759
1342	14693	4748
1343	14704	4737
1344	14716	4726
1345	14726	4715
1346	14737	4704
1347	14748	4693
1348	14758	4682
1349	14768	4671
1350	14779	4660
1351	14790	4649
1352	14800	4638
1353	14810	4626
1354	14821	4615
1355	14831	4604
1356	14840	4593
1357	14851	4582
1358	14861	4571
1359	14872	4560
1360	14882	4548
1361	14893	4538
1362	14904	4527
1363	14914	4516
1364	14926	4505
1365	14936	4494
1366	14946	4482
1367	14956	4471
1368	14968	4460
1369	14977	4449
1370	14989	4438
1371	15000	4428
1372	15012	4417
1373	15023	4406
1374	15034	4395
1375	15044	4384
1376	15055	4373
1377	15067	4362
1378	15078	4351
1379	15088	4340
1380	15100	4330
1381	15110	4318
1382	15121	4307
1383	15131	4296
1384	15142	4285
1385	15154	4275
1386	15172	4266
1387	15183	4255
1388	15195	4244
1389	15206	4233
1390	15217	4222
1391	15227	4211
1392	15238	4200
1393	15249	4189
1394	15260	4178
1395	15272	4168
1396	15282	4157
1397	15292	4145
1398	15303	4134
1399	15314	4123
1400	15323	4112
1401	15334	4101
1402	15346	4090
1403	15356	4079
1404	15368	4069
1405	15380	4058
1406	15391	4047
1407	15403	4036
1408	15414	4025
1409	15424	4014
1410	15435	4003
1411	15446	3992
1412	15456	3981
1413	15468	3971
1414	15478	3959
1415	15490	3949
1416	15501	3938
1417	15513	3927
1418	15523	3916
1419	15534	3905
1420	15545	3894
1421	15557	3883
1422	15568	3872
1423	15579	3862
1424	15589	3850
1425	15599	3839
