iter	Logloss
215	0.4230125506
216	0.4229747719
217	0.4229173326
218	0.422854619
219	0.4227994497
220	0.4227435529
221	0.4226809915
222	0.4226260734
223	0.4225871465
224	0.4225362174
225	0.4224897678
226	0.4224438869
227	0.4223914317
228	0.4223564535
229	0.4223186707
230	0.4222422834
231	0.4222038444
232	0.4221423503
233	0.4220303045
234	0.421977606
235	0.4219430922
236	0.4219047265
237	0.4218404006
238	0.4217903795
239	0.4217048591
240	0.4216341676
241	0.4216001303
242	0.4215538407
243	0.4215122942
244	0.4214913837
245	0.4213535883
246	0.4213090663
247	0.4212448788
248	0.4211986502
249	0.4211561047
250	0.4211229306
251	0.4210828928
252	0.4210279696
253	0.4209761275
254	0.4209081242
255	0.4208600808
256	0.4208177138
257	0.4207903863
258	0.4207239593
259	0.420625003
260	0.4205687248
261	0.4205317388
262	0.4204992595
263	0.4204274342
264	0.4203783912
265	0.4203222002
266	0.4202767589
267	0.4202234397
268	0.4201750209
269	0.4201353492
270	0.42009276
271	0.4200581158
272	0.4200323296
273	0.4199991225
274	0.41994793
275	0.419908448
276	0.4198628937
277	0.4198326603
278	0.4197598633
279	0.4197161993
280	0.4196776276
281	0.4196444174
282	0.4195791858
283	0.4195332914
284	0.4195055195
285	0.4194178114
286	0.4193908667
287	0.4193564577
288	0.4193118999
289	0.4192381848
290	0.4191911455
291	0.419161152
292	0.4191253725
293	0.4190800416
294	0.418941446
295	0.4188382324
296	0.4188034317
297	0.418773243
298	0.4187276671
299	0.4187015198
300	0.4186725153
301	0.4186120278
302	0.4185702606
303	0.4185505731
304	0.4185237541
305	0.418499529
306	0.4184560688
307	0.4183781675
308	0.4183424868
309	0.4182797466
310	0.4182338403
311	0.4181938615
312	0.4181732747
313	0.4181425682
314	0.4181062544
315	0.4180612082
316	0.4180283969
317	0.4179786876
318	0.4179313044
319	0.417917027
320	0.417867515
321	0.4177190877
322	0.4176851053
323	0.4176369535
324	0.4176018319
325	0.4175752212
326	0.4175387744
327	0.4175030011
328	0.4174782992
329	0.4174397113
330	0.4174123429
331	0.4173843797
332	0.4173234387
333	0.4172828209
334	0.4172522071
335	0.4171974236
336	0.4171664749
337	0.4171399626
338	0.4171014935
339	0.4170599181
340	0.4170249107
341	0.4169839959
342	0.4169529914
343	0.4169090449
344	0.416861027
345	0.4168322473
346	0.416789861
347	0.4167536964
348	0.4167243148
349	0.416694009
350	0.4166624885
351	0.4166057763
352	0.4165549425
353	0.4164982561
354	0.4164183272
355	0.4163837371
356	0.4163603579
357	0.4163287687
358	0.4162943588
359	0.4162642637
360	0.4162284008
361	0.4161072333
362	0.4160764135
363	0.4160237293
364	0.4159701605
365	0.4159426162
366	0.4159125944
367	0.4158383688
368	0.4158109034
369	0.4157777739
370	0.415726303
371	0.4156841728
372	0.415649471
373	0.4156038187
374	0.4155683446
375	0.4155454548
376	0.4155071312
377	0.415473854
378	0.4154483683
379	0.4154186887
380	0.4153557947
381	0.415327019
382	0.4152934845
383	0.4152579693
384	0.4151836085
385	0.4151547221
386	0.415126213
387	0.4150715648
388	0.4150265603
389	0.414985329
390	0.4149575588
391	0.4148889951
392	0.4148522127
393	0.4148203637
394	0.4147879091
395	0.41474671
396	0.4146897833
397	0.4146382346
398	0.4145681669
399	0.4145200206
400	0.4144906275
401	0.414439849
402	0.4144080484
403	0.4143765579
404	0.4143352492
405	0.414286387
406	0.4142388714
407	0.4141983641
408	0.4141620698
409	0.4141306964
410	0.4140157984
411	0.4139534606
412	0.4139113538
413	0.4138725548
414	0.4138293761
415	0.4138006852
416	0.4137780256
417	0.41372758
418	0.4136802576
419	0.4136443251
420	0.4135945848
421	0.4135428928
422	0.4135096159
423	0.4134708363
424	0.4133895844
425	0.4133409085
426	0.4132706473
427	0.4132384125
428	0.4131724631
429	0.4131321022
430	0.4130528646
431	0.4130209451
432	0.412963509
433	0.4129200944
434	0.4128856108
435	0.4128232687
436	0.4127824883
437	0.4127524449
438	0.4127185115
439	0.4126907527
440	0.4126576051
441	0.412533805
442	0.412439555
443	0.4124045449
444	0.4123681892
445	0.4123167263
446	0.4122804715
447	0.4122444957
448	0.4122152167
449	0.4121494741
450	0.4120892797
451	0.4120525784
452	0.4120080816
453	0.4119402818
454	0.4119116812
455	0.4118520211
456	0.4117726855
457	0.4117318405
458	0.4116978354
459	0.4116692604
460	0.4116287081
461	0.4115834649
462	0.4115178458
463	0.4114872774
464	0.4114564108
465	0.4114245179
466	0.4112942062
467	0.4112657931
468	0.4112155268
469	0.4111852349
470	0.4111377943
471	0.411100709
472	0.4110641903
473	0.4110044546
474	0.4109682329
475	0.4108956829
476	0.4108725112
477	0.4108434092
478	0.4107592734
479	0.4107174258
480	0.4106710394
481	0.4106310316
482	0.4106031124
483	0.4105688495
484	0.4105359658
485	0.4104758281
486	0.4104381442
487	0.4104065956
488	0.4103628671
489	0.4103255855
490	0.4102863434
491	0.4102375125
492	0.4101930168
493	0.4101511425
494	0.4101059078
495	0.4100756059
496	0.4100158501
497	0.4099040251
498	0.4098661299
499	0.4098295457
500	0.4097930178
501	0.4097673146
502	0.4097372144
503	0.4096930829
504	0.4096622633
505	0.409610497
506	0.4095533561
507	0.409458421
508	0.4094291425
509	0.4093874807
510	0.4093427869
511	0.409285182
512	0.4092546436
513	0.4092242874
514	0.4091856792
515	0.4091493892
516	0.409111895
517	0.4090673235
518	0.4090385821
519	0.409008741
520	0.408979693
521	0.4089400662
522	0.4088309683
523	0.4087912309
524	0.408760796
525	0.4087192581
526	0.4086869848
527	0.4086394213
528	0.4086047346
529	0.4085681123
530	0.4085278229
531	0.4084698221
532	0.408419925
533	0.4083784131
534	0.4083443771
535	0.4083026424
536	0.4082785513
537	0.4082465001
538	0.4081570875
539	0.4081297385
540	0.4080929504
541	0.4080551048
542	0.4080089666
543	0.4079675894
544	0.4078944865
545	0.4078419081
546	0.4078038242
547	0.4077647422
548	0.4077210198
549	0.4076930829
550	0.4076542794
551	0.407598592
552	0.4075737606
553	0.4075430611
554	0.4074983746
555	0.4074607335
556	0.4074176371
557	0.4073680541
558	0.4073346657
559	0.4072986631
560	0.4072682426
561	0.4072437003
562	0.4072161236
563	0.4071859129
564	0.4071479145
565	0.4071133121
566	0.4070723249
567	0.4070366164
568	0.407006629
569	0.4069642079
570	0.4069192117
571	0.4068696067
572	0.4068038082
573	0.4067848566
574	0.4067586553
575	0.406725729
576	0.4066873349
577	0.4066558071
578	0.4066163349
579	0.4065865313
580	0.4065539601
581	0.4065291344
582	0.4064909144
583	0.4064536226
584	0.4064123997
585	0.4063636905
586	0.4063114384
587	0.4062754198
588	0.4062427364
589	0.4062031952
590	0.4061609278
591	0.4061336055
592	0.4060983528
593	0.4060682327
594	0.4060324138
595	0.4060112053
596	0.4059774211
597	0.4059342996
598	0.4059018972
599	0.4058701625
600	0.4058487801
601	0.4058225713
602	0.405786649
603	0.4057516924
604	0.4056850437
605	0.4056504973
606	0.4056077575
607	0.4055697726
608	0.4055356207
609	0.405511724
610	0.4054761109
611	0.4054329645
612	0.4053997293
613	0.4053830097
614	0.4053352242
615	0.4052902269
616	0.4052560238
617	0.4052309507
618	0.4051848673
619	0.4051407824
620	0.4051087854
621	0.4050896099
622	0.4050573246
623	0.4050229525
624	0.4050026519
625	0.4049609282
626	0.4049321132
627	0.4049005304
628	0.4048725191
629	0.404834466
630	0.4048216987
631	0.4047835593
632	0.4047549023
633	0.4047219874
634	0.4046680394
635	0.4046370012
636	0.4046146625
637	0.4045817664
638	0.4045542046
639	0.4045166852
640	0.4044788011
641	0.4044484382
642	0.4044114605
643	0.4043886505
644	0.4043637538
645	0.4043336424
646	0.4042656753
647	0.40423509
648	0.4042027268
649	0.4041672302
650	0.404130078
651	0.4040941713
652	0.4040422897
653	0.4040028384
654	0.403964721
655	0.4039291679
656	0.4038975873
657	0.4038714175
658	0.4038336462
659	0.40379626
660	0.4037657847
661	0.4037396201
662	0.4037102438
663	0.4036676906
664	0.4036356088
665	0.4036156939
666	0.4035751221
667	0.4035389779
668	0.4034990886
669	0.4034624775
670	0.4034302153
671	0.4034161415
672	0.4033810589
673	0.4033405031
674	0.4033032265
675	0.4032706264
676	0.4032383615
677	0.4032116279
678	0.4031791965
679	0.4031493628
680	0.4031217504
681	0.4030686219
682	0.4030383165
683	0.4030075621
684	0.4029754592
685	0.4029487746
686	0.4029156553
687	0.4028876848
688	0.4028642473
689	0.4028464175
690	0.4028179273
691	0.4027810163
692	0.4027524072
693	0.4027226402
694	0.4026930283
695	0.4026534896
696	0.4026148289
697	0.4026042629
698	0.4025753422
699	0.4025380874
700	0.4025017062
701	0.4024651656
702	0.4024259589
703	0.4023935763
704	0.4023612155
705	0.4023305187
706	0.4022649469
707	0.4022466046
708	0.4022189869
709	0.4021874669
710	0.4021642615
711	0.4021312848
712	0.4021068205
713	0.4020804738
714	0.4020646851
715	0.4020236557
716	0.4019796784
717	0.4019486554
718	0.4019162125
719	0.4019019187
720	0.4018679531
721	0.4018424791
722	0.4018250817
723	0.4017807195
724	0.4017559641
725	0.4017129739
726	0.4016733317
727	0.4016446779
728	0.4016178629
729	0.4015728809
730	0.4015212248
731	0.4014858891
732	0.4014503306
733	0.4014199351
734	0.4014001795
735	0.4013686107
736	0.4013438367
737	0.4013105183
738	0.4012769121
739	0.4012520406
740	0.4011933024
741	0.4011606477
742	0.4011401955
743	0.4010931955
744	0.4010646218
745	0.401019185
746	0.4009886344
747	0.400954714
748	0.4009258797
749	0.4008880662
750	0.4008602511
751	0.4008159544
752	0.4007834588
753	0.4007488022
754	0.40072545
755	0.4006986956
756	0.4006774504
757	0.4006419264
758	0.4006287424
759	0.4005982271
760	0.4005721054
761	0.4005379286
762	0.4005161412
763	0.4004877222
764	0.4004523926
765	0.4004206979
766	0.4003886703
767	0.4003521804
768	0.400311186
769	0.4002676747
770	0.4002478917
771	0.4002312221
772	0.4001936429
773	0.4001655349
774	0.4001278626
775	0.4000696964
776	0.4000364809
777	0.4000070775
778	0.3999856663
779	0.3999544112
780	0.3999240295
781	0.3999012293
782	0.3998716601
783	0.3998407373
784	0.399816527
785	0.3997872174
786	0.3997585956
787	0.399718737
788	0.3996936456
789	0.3996649749
790	0.3996457679
791	0.3996191842
792	0.3995789056
793	0.3995487523
794	0.3995253907
795	0.399505104
796	0.399483322
797	0.3994510936
798	0.3994370901
799	0.3994123114
800	0.3993822472
801	0.3993517059
802	0.3993135417
803	0.3992911605
804	0.3992597921
805	0.3992378849
806	0.3991989063
807	0.3991811296
808	0.3991491437
809	0.3991135448
810	0.3990858647
811	0.3990624604
812	0.3990389163
813	0.3990067633
814	0.3989636173
815	0.3989371062
816	0.398905121
817	0.398866837
818	0.3988307022
819	0.3988020195
820	0.398769331
821	0.3987387388
822	0.398713575
823	0.3986769318
824	0.3986516394
825	0.3986194761
826	0.3985953649
827	0.3985844005
828	0.3985603656
829	0.3985323644
830	0.3984991595
831	0.398472203
832	0.3984327442
833	0.3983908075
834	0.3983635265
835	0.3983371553
836	0.3983038507
837	0.3982913786
838	0.3982814234
839	0.3982482509
840	0.3982185901
841	0.3981857249
842	0.3981139982
843	0.3980795627
844	0.3980612462
845	0.398029063
846	0.3980044606
847	0.3979776095
848	0.3979455215
849	0.3979147077
850	0.3978950365
851	0.3978698991
852	0.3978292541
853	0.3978019164
854	0.3977758284
855	0.3977561356
856	0.3977380858
857	0.3976994275
858	0.3976715075
859	0.3976398158
860	0.3976093765
861	0.3975923662
862	0.3975708155
863	0.3975508602
864	0.3975032831
865	0.3974783292
866	0.3974448192
867	0.3974212438
868	0.3973723271
869	0.3973429889
870	0.3973096133
871	0.3972821675
872	0.39724944
873	0.3972100081
874	0.3971744187
875	0.3971351326
876	0.3971127197
877	0.3970797248
878	0.3970499533
879	0.397025274
880	0.3969817211
881	0.3969631604
882	0.3969348778
883	0.3968979135
884	0.3968685628
885	0.3968405608
886	0.3968108916
887	0.3967789232
888	0.3967488894
889	0.3967207801
890	0.39669355
891	0.396663312
892	0.3966321865
893	0.3965990896
894	0.3965686416
895	0.3965475032
896	0.3965096394
897	0.3964636926
898	0.3964348107
899	0.3963985643
900	0.3963740546
901	0.3963523465
902	0.3963267478
903	0.3962933726
904	0.3962641978
905	0.3962394066
906	0.3962147171
907	0.3961825808
908	0.396149501
909	0.3961284461
910	0.3960948192
911	0.3960637068
912	0.3960305785
913	0.3959991343
914	0.3959651351
915	0.3959378936
916	0.3959168839
917	0.3958795191
918	0.395856371
919	0.3958206885
920	0.3957979592
921	0.3957678479
922	0.3957420562
923	0.3957046505
924	0.3956901851
925	0.3956652139
926	0.3956350237
927	0.3956066158
928	0.3955751027
929	0.3955558305
930	0.3955209695
931	0.3954941154
932	0.3954693633
933	0.3954435855
934	0.3954227317
935	0.3953964009
936	0.3953729224
937	0.3953418961
938	0.3953047042
939	0.3952777797
940	0.3952588129
941	0.395225064
942	0.3951912759
943	0.395160723
944	0.395142905
945	0.3951019612
946	0.3950655762
947	0.3950417685
948	0.3950309237
949	0.3949997604
950	0.3949686494
951	0.3949485346
952	0.3949325743
953	0.3949089355
954	0.3948764842
955	0.3948484827
956	0.3948232309
957	0.3947916905
958	0.3947617255
959	0.3947346661
960	0.39471166
961	0.3946994458
962	0.3946744533
963	0.3946476449
964	0.3946250537
965	0.3945978117
966	0.3945797279
967	0.3945524647
968	0.3945235567
969	0.3944971904
970	0.3944706547
971	0.3944353643
972	0.3944114271
973	0.3943801153
974	0.3943562717
975	0.3943325735
976	0.3943060044
977	0.3942832261
978	0.3942576527
979	0.3942321207
980	0.3942071948
981	0.3941841836
982	0.3941600954
983	0.3941492134
984	0.3941212725
985	0.3940938974
986	0.3940671064
987	0.3940323139
988	0.394011718
989	0.3939812935
990	0.3939540685
991	0.3939220831
992	0.3938973529
993	0.3938737607
994	0.3938459147
995	0.3938134461
996	0.3937882074
997	0.3937550648
998	0.393720923
999	0.3936825658
1000	0.3936552073
1001	0.3936196706
1002	0.3935977992
1003	0.3935796524
1004	0.3935588851
1005	0.3935294514
1006	0.3935011347
1007	0.3934803232
1008	0.3934670802
1009	0.3934393813
1010	0.3934118748
1011	0.393374814
1012	0.3933590196
1013	0.3933231376
1014	0.3932940269
1015	0.3932618642
1016	0.3932381859
1017	0.3932139536
1018	0.3931819234
1019	0.3931560498
1020	0.3931285686
1021	0.3931113004
1022	0.3930778295
1023	0.3930449062
1024	0.3930239001
1025	0.3930050159
1026	0.3929812065
1027	0.3929541358
1028	0.3929158939
1029	0.3928979758
1030	0.3928663578
1031	0.3928368967
1032	0.3928164858
1033	0.3927949432
1034	0.3927730465
1035	0.3927466441
1036	0.39272333
1037	0.3927010542
1038	0.392673736
1039	0.3926511074
1040	0.3926294392
1041	0.3926014783
1042	0.3925772268
1043	0.3925555437
1044	0.3925263165
1045	0.3925036943
1046	0.392491255
1047	0.3924790334
1048	0.3924462751
1049	0.3924172893
1050	0.3923936685
1051	0.3923653639
1052	0.3923383731
1053	0.3923043784
1054	0.3922681046
1055	0.3922386174
1056	0.3921959579
1057	0.3921692316
1058	0.3921350859
1059	0.3921107796
1060	0.3920817355
1061	0.3920477572
1062	0.3920099565
1063	0.3919778138
1064	0.391945924
1065	0.3919143459
1066	0.3918973356
1067	0.3918748151
1068	0.3918467111
1069	0.3918207462
1070	0.3918019765
1071	0.3917841015
1072	0.3917628594
1073	0.3917391742
1074	0.391712394
1075	0.3916862697
1076	0.3916704221
1077	0.3916511835
1078	0.3916164467
1079	0.3915895777
1080	0.3915633048
1081	0.3915350157
1082	0.3915021395
1083	0.3914725511
1084	0.3914615835
1085	0.3914344635
1086	0.3914110847
1087	0.3913785301
1088	0.391351841
1089	0.3913266637
1090	0.3913067179
1091	0.3912756073
1092	0.3912660754
1093	0.3912400127
1094	0.3912193167
1095	0.3911947736
1096	0.3911752489
1097	0.3911504101
1098	0.3911171603
1099	0.3910940413
1100	0.3910749682
1101	0.3910425434
1102	0.3910143524
1103	0.3909921822
1104	0.3909632374
1105	0.390928015
1106	0.390899715
1107	0.3908679359
1108	0.3908360009
1109	0.3908084424
1110	0.3907768538
1111	0.3907580869
1112	0.3907307292
1113	0.3907079326
1114	0.3906859692
1115	0.3906520836
1116	0.39062162
1117	0.3905904829
1118	0.3905701731
1119	0.3905481025
1120	0.3905195723
1121	0.3904976023
1122	0.3904800416
1123	0.3904539785
1124	0.3904259529
1125	0.3904000167
1126	0.3903695045
1127	0.3903419577
1128	0.3903164425
1129	0.390291058
1130	0.3902723064
1131	0.3902415519
1132	0.3902213709
1133	0.3901931114
1134	0.390177045
1135	0.3901479665
1136	0.3901220202
1137	0.3900977167
1138	0.3900832777
1139	0.3900595116
1140	0.3900441279
1141	0.3900178716
1142	0.3899831747
1143	0.3899592413
1144	0.3899311069
1145	0.3898995967
1146	0.389870225
1147	0.389852191
1148	0.3898281389
1149	0.3898050252
1150	0.389765414
1151	0.3897418532
1152	0.3897121031
1153	0.389689106
1154	0.3896583231
1155	0.3896337958
1156	0.389609353
1157	0.3895685107
1158	0.3895418285
1159	0.3895264446
1160	0.389495984
1161	0.3894720404
1162	0.3894535197
1163	0.3894329935
1164	0.3894195231
1165	0.3893837641
1166	0.3893624736
1167	0.389327812
1168	0.3893020541
1169	0.3892795263
1170	0.3892508031
1171	0.3892176717
1172	0.3891981335
1173	0.3891802183
1174	0.3891534768
1175	0.3891299027
1176	0.3891066296
1177	0.389086455
1178	0.3890655514
1179	0.3890461456
1180	0.3890199221
1181	0.388999568
1182	0.3889650735
1183	0.3889411599
1184	0.3889111507
1185	0.3888841048
1186	0.3888621761
1187	0.388841693
1188	0.388820012
1189	0.3887967017
1190	0.3887625439
1191	0.3887331468
1192	0.3887053515
1193	0.388678502
1194	0.3886469951
1195	0.3886213828
1196	0.3885911059
1197	0.3885699094
1198	0.3885468887
1199	0.3885260568
1200	0.3885045167
1201	0.3884773673
1202	0.3884658125
1203	0.3884355051
1204	0.3884150116
1205	0.3883877348
1206	0.3883610314
1207	0.388328498
1208	0.3883068876
1209	0.3882805039
1210	0.3882613071
1211	0.3882326897
1212	0.3882146565
1213	0.3881865563
1214	0.3881549608
1215	0.3881300628
1216	0.3881158771
1217	0.3880935548
1218	0.3880645847
1219	0.3880490395
1220	0.3880139687
1221	0.3879825051
1222	0.3879559341
1223	0.3879220841
1224	0.3878891886
1225	0.387867523
1226	0.3878420921
1227	0.3878219693
1228	0.3877983815
1229	0.3877729563
1230	0.3877485685
1231	0.3877158893
1232	0.3876935229
1233	0.3876664101
1234	0.3876443659
1235	0.3876202698
1236	0.387596932
1237	0.3875809633
1238	0.3875711364
1239	0.3875380082
1240	0.3875073851
1241	0.3874800944
1242	0.3874599979
1243	0.3874409295
1244	0.3874152062
1245	0.3873848036
1246	0.3873590916
1247	0.3873276594
1248	0.3872933451
1249	0.3872598925
1250	0.3872295678
1251	0.3872100772
1252	0.3871914392
1253	0.3871731862
1254	0.387147213
1255	0.3871249762
1256	0.3870924768
1257	0.3870704922
1258	0.3870457587
1259	0.3870273527
1260	0.3870069795
1261	0.3869858082
1262	0.3869580753
1263	0.3869384139
1264	0.3869071138
1265	0.3868751767
1266	0.3868484766
1267	0.3868097803
1268	0.3867847387
1269	0.386758217
1270	0.3867272106
1271	0.3866938449
1272	0.3866693454
1273	0.3866359274
1274	0.3866129134
1275	0.3865754801
1276	0.3865424389
1277	0.3865147786
1278	0.3864852383
1279	0.3864607337
1280	0.3864290452
1281	0.3864023891
1282	0.3863694107
1283	0.3863468862
1284	0.3863189464
1285	0.386290236
1286	0.3862635331
1287	0.3862371594
1288	0.3862113143
1289	0.3861849624
1290	0.386155307
1291	0.3861296512
1292	0.3860909745
1293	0.3860631883
1294	0.3860343792
1295	0.3860138458
1296	0.3859849686
1297	0.3859656363
1298	0.3859393163
1299	0.38591952
1300	0.3858864974
1301	0.3858696705
1302	0.3858470018
1303	0.3858216549
1304	0.3858070683
1305	0.3857852099
1306	0.3857562945
1307	0.3857340027
1308	0.3857176166
1309	0.3856959229
1310	0.3856661429
1311	0.385640798
1312	0.3856303839
1313	0.3855994214
1314	0.3855680195
1315	0.3855477299
1316	0.3855252708
1317	0.3854989105
1318	0.385475609
1319	0.3854535073
1320	0.3854284082
1321	0.3854065803
1322	0.3853846994
1323	0.3853692395
1324	0.385337346
1325	0.3853202163
1326	0.3852896224
1327	0.3852598798
1328	0.3852361669
1329	0.3852088538
1330	0.3851739646
1331	0.3851541172
1332	0.3851310951
1333	0.3850995192
1334	0.3850772509
1335	0.3850457913
1336	0.3850275141
1337	0.3850039574
1338	0.3849744999
1339	0.3849568394
1340	0.3849330586
1341	0.3849036918
1342	0.3848782385
1343	0.3848580315
1344	0.3848285728
1345	0.3848046424
1346	0.3847806129
1347	0.3847522471
1348	0.384732006
1349	0.3847058922
1350	0.3846792124
1351	0.3846654347
1352	0.3846376537
1353	0.3846121215
1354	0.3845936893
1355	0.3845710113
1356	0.3845483575
1357	0.3845206482
1358	0.3845039794
1359	0.3844742635
1360	0.3844487222
1361	0.3844148129
1362	0.3843971348
1363	0.3843689245
1364	0.384348937
1365	0.3843269649
1366	0.3842998409
1367	0.3842798899
1368	0.3842609621
1369	0.3842402727
1370	0.3842145753
1371	0.3841924128
1372	0.3841572312
1373	0.3841276629
1374	0.3841073072
1375	0.3840912656
1376	0.3840640889
1377	0.3840379758
1378	0.3840123193
1379	0.3839950702
1380	0.383965212
1381	0.383933688
1382	0.3839043095
1383	0.3838832327
1384	0.3838522612
1385	0.3838271583
1386	0.3838084835
1387	0.3837882989
1388	0.3837650184
1389	0.3837432167
1390	0.3837205532
1391	0.3836964946
1392	0.3836701354
1393	0.3836472176
1394	0.3836246514
1395	0.3835963645
1396	0.3835753288
1397	0.3835474248
1398	0.3835237852
1399	0.3835002415
1400	0.3834931224
1401	0.3834658264
1402	0.3834473225
1403	0.3834222389
1404	0.3833982279
1405	0.3833738275
1406	0.3833464516
1407	0.3833171066
1408	0.3832949319
1409	0.3832715324
1410	0.3832465682
1411	0.383226847
1412	0.3831973661
1413	0.383169816
1414	0.3831403407
1415	0.3831199021
1416	0.3830918941
1417	0.3830682467
1418	0.3830520299
1419	0.383027682
1420	0.3830015362
1421	0.3829780149
1422	0.3829571954
1423	0.3829316633
1424	0.3829115707
1425	0.3828891693
